COUNTY,STATE,POPEST2019,BEDS,HELIPADS,NONPROF,PRIVATE,GOVERNM,LAT,LON
Woodford County,Illinois,38459,18.0,0,1,0,0,40.8145359,-89.2074215
Adams County,Indiana,35777,35.0,1,0,0,1,40.7371667,-84.9347295
Allen County,Indiana,379299,1558.0,7,2,9,1,41.0975573,-85.0562084
Bartholomew County,Indiana,83779,198.0,1,0,0,1,39.1914156,-85.82046009999998
Benton County,Indiana,8748,0.0,0,0,0,0,40.6034281,-87.32351640000002
Blackford County,Indiana,11758,15.0,1,1,0,0,40.4692826,-85.33055290000001
Boone County,Indiana,67843,52.0,0,0,0,1,40.0459913,-86.4650842
Brown County,Indiana,15092,0.0,0,0,0,0,39.1682855,-86.22970040000001
Carroll County,Indiana,20257,0.0,0,0,0,0,40.5802239,-86.5693296
Cass County,Indiana,37689,98.0,2,0,0,3,40.7808235,-86.3449159
Clark County,Indiana,118302,442.0,0,0,3,1,38.4941217,-85.71690809999998
Clay County,Indiana,26225,25.0,1,1,0,0,39.3864958,-87.1025862
Clinton County,Indiana,32399,25.0,1,1,0,0,40.2992769,-86.4692735
Crawford County,Indiana,10577,0.0,0,0,0,0,38.304425,-86.444022
Daviess County,Indiana,33351,80.0,1,0,0,1,38.6776099,-87.08134840000002
Dearborn County,Indiana,49458,104.0,2,1,0,1,39.1340338,-84.98209969999998
Decatur County,Indiana,26559,25.0,1,0,0,1,39.2862128,-85.49430579999998
DeKalb County,Indiana,43475,72.0,1,1,0,0,41.3991456,-85.001244
Delaware County,Indiana,114135,411.0,3,1,1,0,40.21932750000001,-85.4040612
Dubois County,Indiana,42736,123.0,1,1,0,0,38.3644324,-86.8870278
Elkhart County,Indiana,206341,406.0,1,3,0,0,41.60127960000001,-85.8590603
Fayette County,Indiana,23102,99.0,0,1,0,0,39.619235,-85.179378
Floyd County,Indiana,78522,297.0,1,1,0,2,38.299,-85.8933233593055
Fountain County,Indiana,16346,0.0,0,0,0,0,40.125252,-87.2497418
Franklin County,Indiana,22758,0.0,0,0,0,0,39.4149034,-85.05632340000003
Fulton County,Indiana,19974,25.0,0,0,0,1,41.0421416,-86.2875206
Gibson County,Indiana,33659,25.0,0,1,0,0,38.3079744,-87.57759490000002
Grant County,Indiana,65769,113.0,2,1,0,1,40.5114735,-85.6540606
Greene County,Indiana,31922,25.0,1,0,0,1,39.02271070000001,-86.99584890000001
Hamilton County,Indiana,338011,577.0,2,4,1,1,40.0749813,-86.0498885
Hancock County,Indiana,78168,68.0,0,0,0,1,39.8127873,-85.7874738
Harrison County,Indiana,40515,25.0,1,0,0,1,38.1816187,-86.1066917
Hendricks County,Indiana,170311,287.0,2,1,0,1,39.7565309,-86.5173641
Henry County,Indiana,47972,90.0,1,0,0,1,39.9297608,-85.4043542
Howard County,Indiana,82544,254.0,2,2,1,0,40.4787061,-86.1350343
Huntington County,Indiana,36520,36.0,1,1,0,0,40.8008286,-85.50184940000003
Jackson County,Indiana,44231,93.0,1,0,0,1,38.9023184,-86.06508559999997
Jasper County,Indiana,33562,46.0,1,0,0,1,41.0321808,-87.1066598
Jay County,Indiana,20436,35.0,1,0,0,1,40.4370864,-85.0212356
Jefferson County,Indiana,32308,299.0,2,2,0,1,38.8166724,-85.4299489
Jennings County,Indiana,27735,17.0,1,1,0,0,38.9957749,-85.63592009999998
Johnson County,Indiana,158167,275.0,1,0,2,1,39.4891804,-86.1079903
Knox County,Indiana,36594,175.0,1,0,0,1,38.687009,-87.3811461
Kosciusko County,Indiana,79456,88.0,1,1,1,0,41.23519570000001,-85.85297309999999
LaGrange County,Indiana,39614,25.0,1,1,0,0,41.6372578,-85.4216948
Lake County,Indiana,485493,2605.0,10,8,6,0,41.4193829,-87.36922270000002
LaPorte County,Indiana,109888,377.0,2,2,0,0,41.5718945,-86.74901240000001
Lawrence County,Indiana,45370,50.0,1,2,0,0,38.8400395,-86.4880717
Madison County,Indiana,129569,402.0,2,3,2,0,40.1624531,-85.7260804
Marion County,Indiana,964582,3640.0,10,8,9,5,39.7810289,-86.1365457
Marshall County,Indiana,46258,160.0,2,2,2,0,41.322843,-86.2809625
Martin County,Indiana,10255,0.0,0,0,0,0,38.6705579,-86.8022436
Miami County,Indiana,35516,25.0,1,0,1,0,40.81872435,-86.05585961693559
Monroe County,Indiana,148431,368.0,1,1,2,0,39.1294237,-86.5187646
Montgomery County,Indiana,38338,103.0,1,1,0,0,40.0361447,-86.9007083
Morgan County,Indiana,70489,207.0,1,2,0,0,39.4665575,-86.45567940000002
Newton County,Indiana,13984,0.0,0,0,0,0,40.939576,-87.3966953
Noble County,Indiana,47744,31.0,1,1,0,0,41.3990708,-85.4193348
Ohio County,Indiana,5875,0.0,0,0,0,0,38.9480496,-84.9581728
Orange County,Indiana,19646,24.0,1,1,0,0,38.5421361,-86.4953216
Owen County,Indiana,20799,0.0,0,0,0,0,39.2984518,-86.85085620000002
Parke County,Indiana,16937,0.0,0,0,0,0,39.7686321,-87.2158436
Perry County,Indiana,19169,25.0,1,0,0,1,38.0893386,-86.632911
Pike County,Indiana,12389,0.0,0,0,0,0,38.4159433,-87.21414399999998
Porter County,Indiana,170389,317.0,2,0,2,0,41.4457032,-87.07249709999998
Posey County,Indiana,25427,0.0,0,0,0,0,38.0145359,-87.8543645
Pulaski County,Indiana,12353,25.0,0,0,0,1,41.031393,-86.69906920000003
Putnam County,Indiana,37576,25.0,1,0,0,1,39.6666195,-86.8374032
Randolph County,Indiana,24665,25.0,0,1,0,0,40.1560108,-85.011566
Ripley County,Indiana,28324,25.0,0,1,0,0,39.0846316,-85.26917840000002
Rush County,Indiana,16581,25.0,1,0,0,1,39.62203570000001,-85.4731911
St. Joseph County,Indiana,271826,811.0,2,3,3,0,41.5941578,-86.27873340000002
Scott County,Indiana,23873,25.0,1,0,0,1,38.6727039,-85.7444145
Shelby County,Indiana,44729,72.0,0,0,0,1,39.493485,-85.81905959999997
Spencer County,Indiana,20277,0.0,0,0,0,0,38.0288806,-86.9976446
Starke County,Indiana,22995,53.0,1,0,1,0,41.2753164,-86.64575649999998
Steuben County,Indiana,34594,25.0,1,1,0,0,41.6414101,-85.0023642
Sullivan County,Indiana,20669,25.0,1,0,0,1,39.0492722,-87.41726440000002
Switzerland County,Indiana,10751,0.0,0,0,0,0,38.8249258,-85.0373975
Tippecanoe County,Indiana,195732,813.0,4,5,2,0,40.3916066,-86.8879689
Tipton County,Indiana,15148,25.0,0,1,0,0,40.2899154,-86.058442
Union County,Indiana,7054,0.0,0,0,0,0,39.6196086,-84.9292376
Vanderburgh County,Indiana,181451,1266.0,3,2,2,2,38.0461185,-87.58065529999998
Vermillion County,Indiana,15498,25.0,1,1,0,0,39.8763626,-87.4635672
Vigo County,Indiana,107038,541.0,3,1,2,1,39.4174652,-87.39742690000001
Wabash County,Indiana,30996,25.0,1,0,0,1,40.8065352,-85.7833563
Warren County,Indiana,8265,16.0,1,1,0,0,40.3424546,-87.3564255
Warrick County,Indiana,62998,181.0,2,1,3,0,38.0906065,-87.27589329999998
Washington County,Indiana,28036,25.0,1,1,0,0,38.5612578,-86.1179768
Wayne County,Indiana,65884,251.0,1,1,0,1,39.8638778,-85.01985859999998
Wells County,Indiana,28296,79.0,0,0,1,0,40.7013353,-85.21161020000002
White County,Indiana,24102,25.0,1,1,0,0,40.7422434,-86.8713913
Whitley County,Indiana,33964,30.0,1,1,0,0,41.1238216,-85.5035187
Adair County,Iowa,7152,25.0,1,0,0,1,41.3127814,-94.4953303
Adams County,Iowa,3602,22.0,1,1,0,0,41.0161621,-94.6850186
Allamakee County,Iowa,13687,25.0,1,0,0,0,43.2961731,-91.3961856
Appanoose County,Iowa,12426,45.0,1,1,0,0,40.7455904,-92.8649061
Audubon County,Iowa,5496,25.0,1,0,0,1,41.670205,-94.9106526
Benton County,Iowa,25645,25.0,1,1,0,0,42.0599693,-92.0776319
Black Hawk County,Iowa,131228,459.0,3,3,0,0,42.4607526,-92.3030235
Boone County,Iowa,26234,42.0,1,0,0,1,42.0171798,-93.9254114
Bremer County,Iowa,25062,50.0,2,1,0,1,42.7669649,-92.3099856
Buchanan County,Iowa,21175,120.0,1,0,0,2,42.4634928,-91.8449198
Buena Vista County,Iowa,19620,35.0,0,0,0,1,42.7445814,-95.1127525
Butler County,Iowa,14439,0.0,0,0,0,0,42.7336512,-92.7819493
Calhoun County,Iowa,9668,25.0,0,1,0,0,42.3808184,-94.6332459
Carroll County,Iowa,20165,203.0,2,2,0,0,42.0193628,-94.860335
Cass County,Iowa,12836,33.0,1,0,0,1,41.3122834,-94.9215151
Cedar County,Iowa,18627,0.0,0,0,0,0,41.7608608,-91.1263198
Cerro Gordo County,Iowa,42450,586.0,1,1,0,0,43.0742443,-93.2548746
Cherokee County,Iowa,11235,83.0,1,0,0,1,42.7247968,-95.6249803
Chickasaw County,Iowa,11933,18.0,1,1,0,0,43.05994000000001,-92.316679
Clarke County,Iowa,9395,25.0,1,0,0,1,41.0152092,-93.7842976
Clay County,Iowa,16016,99.0,1,0,0,1,43.0809373,-95.1407762
Clayton County,Iowa,17549,50.0,1,1,0,0,42.8547706,-91.3667151
Clinton County,Iowa,46429,265.0,2,2,0,0,41.9054695,-90.5599971
Crawford County,Iowa,16820,50.0,1,0,0,2,42.020579,-95.3811884
Dallas County,Iowa,93453,25.0,1,0,0,1,41.6744179,-94.0394437
Davis County,Iowa,9000,25.0,1,0,0,1,40.7474784,-92.3965311
Decatur County,Iowa,7870,25.0,1,0,0,1,40.74182310000001,-93.7994193
Delaware County,Iowa,17011,25.0,1,0,0,1,42.4663805,-91.3621282
Des Moines County,Iowa,38967,213.0,1,1,0,0,40.91954310000001,-91.1971044
Dickinson County,Iowa,17258,49.0,1,0,0,1,43.3753018,-95.1654279
Dubuque County,Iowa,97311,470.0,3,0,0,0,42.4692988,-90.8742047
Emmet County,Iowa,9208,25.0,1,1,0,0,43.3707528,-94.6749933
Fayette County,Iowa,19650,50.0,2,2,0,0,42.8420766,-91.850265
Floyd County,Iowa,15642,25.0,1,0,0,1,43.0587894,-92.7830539
Franklin County,Iowa,10070,25.0,1,0,0,1,42.7285907,-93.2513168
Fremont County,Iowa,6960,25.0,1,1,0,0,40.7345943,-95.5924782
Greene County,Iowa,8888,25.0,1,0,0,1,42.0182893,-94.4005864
Grundy County,Iowa,12232,80.0,1,0,0,1,42.4132701,-92.7808666
Guthrie County,Iowa,10689,25.0,1,0,0,1,41.6721976,-94.4985983
Hamilton County,Iowa,14773,25.0,1,0,0,1,42.382945,-93.7083849
Hancock County,Iowa,10630,25.0,1,0,0,1,43.08477020000001,-93.7363674
Hardin County,Iowa,16846,58.0,2,0,0,1,42.3840463,-93.2293918
Harrison County,Iowa,14049,25.0,1,0,0,0,41.6659155,-95.7976315
Henry County,Iowa,19954,152.0,1,0,0,2,40.97783010000001,-91.5511282
Howard County,Iowa,9158,19.0,1,0,0,1,43.3353641,-92.3230007
Humboldt County,Iowa,9558,49.0,1,0,0,1,42.7756032,-94.1956133
Ida County,Iowa,6860,25.0,1,1,0,0,42.37883710000001,-95.4949407
Iowa County,Iowa,16184,25.0,1,0,0,1,41.68398300000001,-92.0612268
Jackson County,Iowa,19439,25.0,1,0,0,1,42.1420382,-90.5480067
Jasper County,Iowa,37185,68.0,1,0,0,1,41.6791308,-93.0647786
Jefferson County,Iowa,18295,25.0,1,0,0,1,41.0131342,-91.9718642
Johnson County,Iowa,151140,1383.0,1,1,0,3,41.6861834,-91.6061124
Jones County,Iowa,20681,60.0,1,1,0,0,42.1081969,-91.1427196
Keokuk County,Iowa,10246,25.0,1,0,0,1,41.3154792,-92.1867128
Kossuth County,Iowa,14813,25.0,1,0,0,1,43.1825351,-94.209098
Lee County,Iowa,33657,121.0,2,2,0,0,40.6524894,-91.507313
Linn County,Iowa,226706,1018.0,3,3,0,0,42.0631825,-91.6037932
Louisa County,Iowa,11035,0.0,0,0,0,0,41.206668,-91.2683976
Lucas County,Iowa,8600,25.0,1,0,0,1,41.0147422,-93.3427643
Lyon County,Iowa,11755,25.0,1,0,0,0,43.3747071,-96.2081917
Madison County,Iowa,16338,25.0,1,0,0,1,41.3133406,-94.0167968
Mahaska County,Iowa,22095,33.0,1,0,0,1,41.314939,-92.6489935
Marion County,Iowa,33253,50.0,2,2,0,1,41.3144108,-93.1010141
Marshall County,Iowa,39369,125.0,1,1,0,0,42.0378125,-92.9915704
Mills County,Iowa,15109,851.0,0,0,0,1,41.0171392,-95.6087477
Mitchell County,Iowa,10586,25.0,1,0,0,1,43.342033,-92.7840209
Monona County,Iowa,8615,25.0,1,1,0,0,42.0218737,-95.9356631
Monroe County,Iowa,7707,25.0,1,0,0,1,41.0142519,-92.8792544
Montgomery County,Iowa,9917,25.0,0,0,0,1,41.0166807,-95.1753285
Muscatine County,Iowa,42664,48.0,1,1,0,0,41.4776121,-91.1210053
O'Brien County,Iowa,13753,50.0,1,2,0,0,43.0755779,-95.6277063
Osceola County,Iowa,5958,25.0,1,0,0,0,43.36846129999999,-95.6299944
Page County,Iowa,15107,110.0,1,1,0,2,40.736337,-95.1602396
Palo Alto County,Iowa,8886,47.0,1,0,0,1,43.0762829,-94.6625047
Plymouth County,Iowa,25177,25.0,0,0,0,0,42.7369124,-96.2213607
Pocahontas County,Iowa,6619,25.0,1,0,0,1,42.72626810000001,-94.6477383
Polk County,Iowa,490161,1820.0,7,3,1,2,41.6765808,-93.5921448
Pottawattamie County,Iowa,93206,514.0,2,1,0,0,41.3115686,-95.5331269
Poweshiek County,Iowa,18504,49.0,1,1,0,0,41.68165120000001,-92.5435034
Ringgold County,Iowa,4894,32.0,2,1,0,1,40.7399875,-94.2547473
Sac County,Iowa,9721,25.0,1,1,0,0,42.3797854,-95.0825306
Scott County,Iowa,172943,1193.0,3,2,1,0,41.6251843,-90.61642009999998
Shelby County,Iowa,11454,25.0,1,0,0,1,41.668243,-95.3163623
Sioux County,Iowa,34855,290.0,4,3,0,3,43.0574079,-96.1602368
Story County,Iowa,97117,279.0,1,0,0,4,42.0161612,-93.489194
Tama County,Iowa,16854,0.0,0,0,0,0,42.0568108,-92.5433918
Taylor County,Iowa,6121,0.0,0,0,0,0,40.738254,-94.6847413
Union County,Iowa,12241,25.0,1,0,0,1,41.015699,-94.2472694
Van Buren County,Iowa,7044,25.0,1,0,0,1,40.749202,-91.9689529
Wapello County,Iowa,34969,217.0,0,0,1,0,41.0137597,-92.4140217
Warren County,Iowa,51466,0.0,0,0,0,0,41.3138645,-93.5685324
Washington County,Iowa,21965,25.0,1,0,0,1,41.31600820000001,-91.7340327
Wayne County,Iowa,6441,25.0,1,0,0,1,40.74366120000001,-93.343458
Webster County,Iowa,35904,200.0,1,1,0,0,42.43260720000001,-94.184316
Winnebago County,Iowa,10354,0.0,0,0,0,0,43.3747879,-93.7316088
Winneshiek County,Iowa,19991,25.0,1,0,0,1,43.2677179,-91.8563139
Woodbury County,Iowa,103107,830.0,2,2,0,0,42.3775361,-96.0607187
Worth County,Iowa,7381,0.0,0,0,0,0,43.3696764,-93.2658698
Wright County,Iowa,12562,47.0,2,0,2,0,42.7404452,-93.7325849
Allen County,Kansas,12369,25.0,1,0,1,1,37.8882168,-95.3170208
Anderson County,Kansas,7858,41.0,1,1,0,0,38.19807700000001,-95.30674609999998
Atchison County,Kansas,16073,25.0,1,1,0,0,39.545816,-95.3326052
Barber County,Kansas,4427,93.0,2,0,0,2,37.2113342,-98.7033263
Barton County,Kansas,25779,81.0,3,2,1,0,38.4683432,-98.776234
Bourbon County,Kansas,14534,61.0,1,1,0,0,37.8485797,-94.8679591
Brown County,Kansas,9564,50.0,1,1,1,0,39.824223,-95.5819952
Butler County,Kansas,66911,126.0,0,1,1,0,37.77924,-96.8456342
Chase County,Kansas,2648,0.0,0,0,0,0,38.2928083,-96.6152916
Chautauqua County,Kansas,3250,25.0,1,0,0,1,37.146335,-96.26569659999998
Cherokee County,Kansas,19939,54.0,0,0,2,0,37.1718068,-94.8482069
Cheyenne County,Kansas,2657,16.0,0,1,0,0,39.7955799,-101.7575491
Clark County,Kansas,1994,99.0,1,0,0,2,37.2045719,-99.8133765
Clay County,Kansas,8002,25.0,1,0,0,1,39.3615169,-97.1718432
Cloud County,Kansas,8786,25.0,1,1,0,0,39.4850226,-97.6705137
Coffey County,Kansas,8179,78.0,1,0,0,2,38.235413,-95.7498925
Comanche County,Kansas,1700,12.0,0,0,0,1,37.19609439999999,-99.2958383
Cowley County,Kansas,34908,62.0,2,0,0,2,37.241315500000006,-96.8675685
Crawford County,Kansas,38818,146.0,2,1,0,1,37.503889,-94.8652466
Decatur County,Kansas,2827,61.0,0,0,0,1,39.7940527,-100.472769
Dickinson County,Kansas,18466,137.0,2,0,0,2,38.8790615,-97.1893341
Doniphan County,Kansas,7600,0.0,0,0,0,0,39.7831556,-95.1776492
Douglas County,Kansas,122259,152.0,1,0,0,1,38.8838392,-95.2874559
Edwards County,Kansas,2798,22.0,1,0,0,1,37.8684743,-99.3245584
Elk County,Kansas,2530,0.0,0,0,0,0,37.4619149,-96.2528451
Ellis County,Kansas,28553,172.0,1,1,0,0,38.9206744,-99.3267086
Ellsworth County,Kansas,6102,25.0,1,1,0,0,38.6942009,-98.2149289
Finney County,Kansas,36467,132.0,1,1,0,0,38.0452481,-100.8199963
Ford County,Kansas,33619,99.0,1,0,1,0,37.7072469,-99.8943146
Franklin County,Kansas,25544,44.0,0,0,0,1,38.5720008,-95.3184483
Geary County,Kansas,31670,92.0,2,0,0,2,38.9885445,-96.7619968
Gove County,Kansas,2636,70.0,0,0,0,1,38.9030073,-100.5073968
Graham County,Kansas,2482,25.0,0,0,0,1,39.34062,-99.8980624
Grant County,Kansas,7150,26.0,0,0,0,1,37.553026,-101.3067042
Gray County,Kansas,5988,0.0,0,0,0,0,37.7221896,-100.4373907
Greeley County,Kansas,1232,50.0,0,1,0,0,38.4570355,-101.8185007
Greenwood County,Kansas,5982,25.0,0,0,0,1,37.8709542,-96.2471338
Hamilton County,Kansas,2539,69.0,0,0,0,1,38.0058948,-101.8141159
Harper County,Kansas,5436,50.0,1,0,0,2,37.1922068,-98.0835849
Harvey County,Kansas,34429,141.0,0,2,0,0,38.0352315,-97.4486267
Haskell County,Kansas,3968,13.0,1,0,0,1,37.5611249,-100.8840421
Hodgeman County,Kansas,1794,38.0,0,0,0,1,38.0875979,-99.900952
Jackson County,Kansas,13171,12.0,1,1,0,0,39.4030917,-95.8159647
Jefferson County,Kansas,19043,74.0,1,1,0,0,39.2405893,-95.391413
Jewell County,Kansas,2879,25.0,0,0,0,1,39.795263,-98.2255146
Johnson County,Kansas,602401,1611.0,7,4,11,1,38.8837933,-94.8389141
Kearny County,Kansas,3838,25.0,0,0,0,1,37.9960049,-101.3523356
Kingman County,Kansas,7152,25.0,1,1,0,0,37.5420937,-98.122172
Kiowa County,Kansas,2475,15.0,1,1,0,0,37.5529578,-99.296556
Labette County,Kansas,19618,67.0,1,0,1,2,37.1899712,-95.3103729
Lane County,Kansas,1535,17.0,0,0,0,1,38.46516629999999,-100.4776682
Leavenworth County,Kansas,81758,130.0,1,1,1,1,39.2147095,-95.0620347
Lincoln County,Kansas,2962,14.0,0,0,0,1,39.0343606,-98.2155504
Linn County,Kansas,9703,0.0,0,0,0,0,38.1965927,-94.8578272
Logan County,Kansas,2794,71.0,0,0,0,1,38.9058216,-101.1552381
Lyon County,Kansas,33195,59.0,1,0,0,1,38.4573987,-96.1683124
McPherson County,Kansas,28542,87.0,1,3,0,0,38.3659015,-97.6575171
Marion County,Kansas,11884,52.0,1,0,1,1,38.3734544,-97.1305937
Marshall County,Kansas,9707,25.0,0,1,0,0,39.7865054,-96.5255661
Meade County,Kansas,4033,20.0,0,0,0,1,37.20911160000001,-100.396302
Miami County,Kansas,34237,194.0,1,1,0,1,38.5620514,-94.8557402
Mitchell County,Kansas,5979,75.0,0,0,0,1,39.3863019,-98.2112629
Montgomery County,Kansas,31829,128.0,2,2,0,0,37.1983948,-95.7628341
Morris County,Kansas,5620,25.0,0,0,0,1,38.6908906,-96.6707526
Morton County,Kansas,2587,120.0,0,0,0,1,37.1960735,-101.8099541
Nemaha County,Kansas,10231,49.0,1,2,0,0,39.7880532,-96.0157844
Neosho County,Kansas,16007,25.0,1,0,0,1,37.5566345,-95.33166
Ness County,Kansas,2750,109.0,0,0,0,2,38.4713429,-99.9586896
Norton County,Kansas,5361,25.0,0,0,0,1,39.794470200000006,-99.9100033
Osage County,Kansas,15949,0.0,0,0,0,0,38.6736049,-95.7367738
Osborne County,Kansas,3421,25.0,0,0,0,1,39.3351558,-98.7933509
Ottawa County,Kansas,5704,42.0,0,1,0,0,39.1273653,-97.6568094
Pawnee County,Kansas,6414,638.0,1,0,0,2,38.1858758,-99.240825
Phillips County,Kansas,5234,25.0,0,1,0,0,39.7961542,-99.346586
Pottawatomie County,Kansas,24383,177.0,2,2,0,0,39.3928203,-96.3414279
Pratt County,Kansas,9164,85.0,1,1,0,0,37.6280602,-98.7485305
Rawlins County,Kansas,2530,24.0,1,0,0,1,39.7904797,-101.0994722
Reno County,Kansas,61998,223.0,1,1,1,0,37.930344,-98.1055753
Republic County,Kansas,4636,63.0,0,1,0,0,39.8266503,-97.6580834
Rice County,Kansas,9537,25.0,1,0,0,1,38.3266261,-98.2007179
Riley County,Kansas,74232,109.0,2,1,1,0,39.3026347,-96.7709339
Rooks County,Kansas,4920,20.0,1,0,0,1,39.3494127,-99.3216587
Rush County,Kansas,3036,36.0,0,0,0,1,38.50477520000001,-99.309214
Russell County,Kansas,6856,46.0,1,1,0,0,38.8970508,-98.7980433
Saline County,Kansas,54224,214.0,2,1,1,0,38.77044620000001,-97.6669832
Scott County,Kansas,4823,50.0,1,1,0,1,38.4584915,-100.9336244
Sedgwick County,Kansas,516042,1140.0,4,3,8,1,37.6448148,-97.4641388
Seward County,Kansas,21428,101.0,0,0,0,1,37.1850331,-100.8928434
Shawnee County,Kansas,176875,768.0,2,2,1,1,39.02736760000001,-95.7627535
Sheridan County,Kansas,2521,53.0,0,0,0,1,39.3530598,-100.4576457
Sherman County,Kansas,5917,25.0,0,0,0,1,39.34121270000001,-101.7492408
Smith County,Kansas,3583,53.0,1,1,0,0,39.796749,-98.7935393
Stafford County,Kansas,4156,25.0,1,0,0,1,38.0350094,-98.718816
Stanton County,Kansas,2006,34.0,0,0,0,1,37.56910720000001,-101.7935648
Stevens County,Kansas,5485,100.0,0,0,0,1,37.1929045,-101.3119354
Sumner County,Kansas,22836,76.0,1,0,0,2,37.2435967,-97.4792142
Thomas County,Kansas,7777,88.0,1,1,0,0,39.3529613,-101.0810229
Trego County,Kansas,2803,62.0,1,0,0,1,38.9289979,-99.9130572
Wabaunsee County,Kansas,6931,0.0,0,0,0,0,38.9468399,-96.1991241
Wallace County,Kansas,1518,0.0,0,0,0,0,38.9073846,-101.7565099
Washington County,Kansas,5406,50.0,1,0,0,2,39.7887478,-97.0917391
Wichita County,Kansas,2119,37.0,0,0,0,1,38.4482137,-101.3352939
Wilson County,Kansas,8525,49.0,2,0,0,2,37.5692118,-95.7452639
Woodson County,Kansas,3138,0.0,0,0,0,0,37.8811369,-95.7517113
Wyandotte County,Kansas,165429,1232.0,3,1,1,2,39.1090458,-94.767624
Adair County,Kentucky,19202,77.0,1,1,0,0,37.0954558,-85.289922
Allen County,Kentucky,21315,25.0,0,1,0,0,36.7528961,-86.1924103
Anderson County,Kentucky,22747,0.0,0,0,0,0,38.0096811,-84.9880147
Ballard County,Kentucky,7888,0.0,0,0,0,0,37.0231521,-88.9888619
Barren County,Kentucky,44249,180.0,1,1,0,0,36.9584649,-85.92581700000002
Bath County,Kentucky,12500,0.0,0,0,0,0,38.1245248,-83.7249243
Bell County,Kentucky,26032,216.0,2,2,0,0,36.7370344,-83.6491695
Boone County,Kentucky,133581,201.0,1,1,1,0,38.9589235,-84.71601209999999
Bourbon County,Kentucky,19788,58.0,1,0,1,0,38.19448670000001,-84.2046611
Boyd County,Kentucky,46718,455.0,1,1,0,0,38.3608934,-82.6945926
Boyle County,Kentucky,30060,222.0,0,1,0,0,37.6240938,-84.8540572
Bracken County,Kentucky,8303,0.0,0,0,0,0,38.686946,-84.07514609999998
Breathitt County,Kentucky,12630,55.0,1,0,1,0,37.5248869,-83.2943551
Breckinridge County,Kentucky,20477,25.0,1,1,0,0,37.74063889999999,-86.4109353
Bullitt County,Kentucky,81676,0.0,0,0,0,0,37.9749498,-85.6742394
Butler County,Kentucky,12879,0.0,0,0,0,0,37.240158,-86.67392099999998
Caldwell County,Kentucky,12747,25.0,1,1,0,0,37.11696660000001,-87.83912109999999
Calloway County,Kentucky,39001,152.0,1,0,0,1,36.6257937,-88.27107600000002
Campbell County,Kentucky,93584,284.0,1,1,0,1,38.9339799,-84.37152859999998
Carlisle County,Kentucky,4760,0.0,0,0,0,0,36.8432751,-88.96368170000002
Carroll County,Kentucky,10631,25.0,1,0,0,1,38.65718,-85.1000246
Carter County,Kentucky,26797,0.0,0,0,0,0,38.31991710000001,-83.00390340000001
Casey County,Kentucky,16159,15.0,1,0,0,1,37.2911032,-84.91462940000002
Christian County,Kentucky,70461,786.0,1,1,1,1,36.8778665,-87.50145450000002
Clark County,Kentucky,36263,54.0,1,0,1,0,37.9713791,-84.15501450000002
Clay County,Kentucky,19901,63.0,1,1,0,0,37.1540436,-83.72314399999998
Clinton County,Kentucky,10218,42.0,1,1,0,0,36.7190018,-85.1426047
Crittenden County,Kentucky,8806,48.0,1,1,0,0,37.3600974,-88.08851059999998
Cumberland County,Kentucky,6614,25.0,1,1,0,0,36.7934611,-85.3795095
Daviess County,Kentucky,101511,527.0,1,2,0,0,37.6877924,-87.08183570000001
Edmonson County,Kentucky,12150,0.0,0,0,0,0,37.19991810000001,-86.2206738
Elliott County,Kentucky,7517,0.0,0,0,0,0,38.1178636,-83.0656398
Estill County,Kentucky,14106,25.0,1,1,0,0,37.6896864,-83.94072790000001
Fayette County,Kentucky,323152,2379.0,4,5,1,5,38.0280648,-84.47224440000002
Fleming County,Kentucky,14581,52.0,1,1,0,0,38.3663888,-83.6790737
Floyd County,Kentucky,35589,251.0,1,3,0,0,37.5473459,-82.76456209999998
Franklin County,Kentucky,50991,173.0,1,0,1,0,38.25204229999999,-84.8633812
Fulton County,Kentucky,5969,70.0,1,0,1,0,36.55770820000001,-89.102082
Gallatin County,Kentucky,8869,0.0,0,0,0,0,38.7531444,-84.8435828
Garrard County,Kentucky,17666,15.0,1,0,1,0,37.6360342,-84.5408428
Grant County,Kentucky,25069,25.0,1,1,0,0,38.6472221,-84.6162564
Graves County,Kentucky,37266,107.0,1,0,1,0,36.7244966,-88.6569094
Grayson County,Kentucky,26427,75.0,1,1,0,0,37.4537437,-86.3389464
Green County,Kentucky,10941,35.0,1,0,0,1,37.2433976,-85.53463020000002
Greenup County,Kentucky,35098,190.0,0,1,0,0,38.5108112,-82.9180186
Hancock County,Kentucky,8722,0.0,0,0,0,0,37.8189002,-86.75322609999998
Hardin County,Kentucky,110958,465.0,2,0,2,2,37.6645815,-85.9634901
Harlan County,Kentucky,26010,150.0,1,1,0,0,36.8411336,-83.22678
Harrison County,Kentucky,18886,61.0,1,1,0,0,38.4355948,-84.3216412
Hart County,Kentucky,19035,25.0,1,1,0,0,37.2921203,-85.8845579
Henderson County,Kentucky,45210,192.0,1,1,0,0,37.76721,-87.55737420000001
Henry County,Kentucky,16126,0.0,0,0,0,0,38.447983,-85.1191168
Hickman County,Kentucky,4380,0.0,0,0,0,0,36.6903525,-88.9587214
Hopkins County,Kentucky,44686,390.0,1,0,1,0,37.30068170000001,-87.5612458
Jackson County,Kentucky,13329,0.0,0,0,0,0,37.4200233,-83.9913882
